12;fr;pays-de-loire;Pays de Loire;;"Entrelacs d'entités historiques fort différentes, la région Pays de la Loire sème, sur la route des vacances, 450km de littoral comme autant d'invitations au tourisme vert, au cyclotourisme (à travers l'itinéraire ""La Loire à vélo"") et à la navigation. Une myriade de châteaux ponctue la vallée de la Loire, inscrite au Patrimoine mondial de l'Unesco."
12;nl;pays-de-loire;Pays de Loire;;
13;de;vendee;Vendée;;Auf der Durchreise im Pays de la Loire an der Atlantikküste können Sie Ihren Urlaub mit der Familie idealerweise in der Vendée verbringen. Sandburgen auf den Stränden von Saint-Jean-de-Monts, Spaziergänge am Damm und auf den großen Stränden in Les Sables-d'Olonne: die Vendée heißt in der Hochsaison tausende von Besuchern willkommen und lädt ein zum Segeln, Angeln, Surfen und Entspannen am Meer.
13;en;vendee;Vendée;;
13;fr;vendee;Vendée;;De passage en Pays de la Loire, au bord de l'océan Atlantique, passez des vacances en famille en Vendée. Des châteaux de sable sur les plages de Saint-Jean-de-Monts aux promenades sur la jetée et la grande plage des Sables-d'Olonne, la Vendée accueille, en saison, des milliers de visiteurs amateurs de voile, pêche, surf et détente en bord de mer.
13;nl;vendee;Vendée;;
14;de;languedoc-roussillon;Languedoc-Roussillon ;;Meer und Berglandschaft, dynamische große Städte und wüstenartige Kalksteinplateaus, tausendjährige Geschichte und futuristische Architektur: die Region Languedoc-Roussillon bietet kontrastreiche Eindrücke.
14;en;languedoc-roussillon;Languedoc-Roussillon ;;
14;fr;languedoc-roussillon;Languedoc-Roussillon ;;Mer et montagne, grandes villes dynamiques et causses désertiques, histoire millénaire et architecture futuriste : la région Languedoc-Roussillon est une terre de contrastes et de sensations.
14;nl;languedoc-roussillon;Languedoc-Roussillon ;;
15;de;gers;Gers;;
15;en;gers;Gers;;
15;fr;gers;Gers;;
15;nl;gers;Gers;;
16;de;auvergne;Auvergne;;109 Quellen, darunter die Quelle von Volvic, nahezu hundert Vulkane (Vulkan Puy de Dôme), über 20 000 km Wasserlauf … die Auvergne verfügt über die größten geschützten Gebiete Europas.
16;en;auvergne;Auvergne;;
16;fr;auvergne;Auvergne;;109 sources (dont celle de Volvic), près de cent volcans (volcan du Puy de Dôme), plus de 20 000km de cours d'eau… L'Auvergne constitue l'un des plus grands espaces préservés d'Europe.
16;nl;auvergne;Auvergne;;
17;de;aveyron;Aveyron;;
17;en;aveyron;Aveyron;;
17;fr;aveyron;Aveyron;;
17;nl;aveyron;Aveyron;;
18;de;ardeche;Ardèche;;In den Landschaften der Ardèche kommen über 35 000 Jahre Geschichte zum Ausdruck, die heute noch die Urgeschichte der Welt bezeugen.
18;en;ardeche;Ardèche;;
18;fr;ardeche;Ardèche;;A travers ses paysages, l’Ardèche révèle plus de 35 000 ans d’histoire, et se place aujourd’hui au rang de la Préhistoire mondiale.
18;nl;ardeche;Ardèche;;
19;de;ariege-pyrenees;Ariège/Pyrénées;;
19;en;ariege-pyrenees;Ariège/Pyrénées;;
19;fr;ariege-pyrenees;Ariège/Pyrénées;;
19;nl;ariege-pyrenees;Ariège/Pyrénées;;
20;de;korsika;Korsika;;Nur 200 km von der Côte d'Azur entfernt thront die Insel Korsika im Mittelmeer – ein wahrhafter Kontinent in Miniatur.
20;en;corse;Corse;;
20;fr;corse;Corse;;A 200km de la côte d'Azur, la Corse, véritable continent miniature, trône au milieu de la mer Méditerranée.
20;nl;corse;Corse;;
21;de;drome-haute-provence;Drôme/Haute-Provence;;
21;en;drome-haute-provence;Drôme/Haute-Provence;;
21;fr;drome-haute-provence;Drôme/Haute-Provence;;
21;nl;drome-haute-provence;Drôme/Haute-Provence;;
22;de;italienische-adria;italienische Adria;;
22;en;italie-adriatique;Italie adriatique;;
22;fr;italie-adriatique;Italie adriatique;;
22;nl;italie-adriatique;Italie adriatique;;
23;de;costa-del-azahar;Costa del Azahar;;
23;en;costa-del-azahar;Costa del Azahar;;
23;fr;costa-del-azahar;Costa del Azahar;;
23;nl;costa-del-azahar;Costa del Azahar;;
24;de;italienisches-mittelmeer;italienisches Mittelmeer;;
24;en;italie-mediterraneenne;Italie méditerranéenne;;
24;fr;italie-mediterraneenne;Italie méditerranéenne;;
24;nl;italie-mediterraneenne;Italie méditerranéenne;;
25;de;alpen;Alpen;;Willkommen im größten und höchsten Bergmassiv Europas, das in Frankreich mit dem Mont-Blanc seinen Höhepunkt bei 4 810 m erreicht. In den Alpen halten die Departements Haute-Savoie, Savoie oder Hautes-Alpes außergewöhnliche Ferien mit der ganzen Familie für Sie bereit.
25;en;alpes;Alpes;;
25;fr;alpes;Alpes;;Bienvenue dans le domaine du massif montagneux le plus vaste et le plus élevé d'Europe, culminant en France à 4 810m avec le Mont-Blanc. Dans la région des Alpes, les départements de Haute-Savoie, Savoie ou Hautes-Alpes vous réservent de superbes vacances à la montagne et en famille.
25;nl;alpes;Alpes;;
26;de;provence-cote-d-azur;Provence-Côte d'Azur ;;Im Hinterland vom Mittelmeer, im Westen des Var, geht es in Richtung Provence. Am Eingang des regionalen Naturparks Verdon, zwischen Aix-en-Provence, Marseille und Avignon, verführt die Provence Liebhaber von Natur und malerischen Dörfern.
26;en;provence-cote-d-azur;Provence-Côte d'Azur ;;
26;fr;provence-cote-d-azur;Provence-Côte d'Azur ;;Dans l'arrière-pays méditerranéen, à l'ouest du département du Var, partez en vacances en Provence. Aux portes du parc régional du Verdon, entre Aix-en-Provence, Marseille et Avignon, le Pays de la Provence saura séduire tous les amoureux de la nature et les amateurs de villages pittoresques.
26;nl;provence-cote-d-azur;Provence-Côte d'Azur ;;
27;de;verdon;Verdon;;
27;en;verdon;Verdon;;
27;fr;verdon;Verdon;;
27;nl;verdon;Verdon;;
28;de;cantabria;Cantabria;;
28;en;cantabria;Cantabria;;
28;fr;cantabria;Cantabria;;
28;nl;cantabria;Cantabria;;
29;de;herault;Hérault;;
29;en;herault;Hérault;;
29;fr;herault;Hérault;;
29;nl;herault;Hérault;;
30;de;aude;Aude;;
30;en;aude;Aude;;
30;fr;aude;Aude;;
30;nl;aude;Aude;;
31;de;toskana;Toskana;;
31;en;toscane;Toscane;;
31;fr;toscane;Toscane;;
31;nl;toscane;Toscane;;
32;de;pas-de-calais;Pas de Calais;;
32;en;pas-de-calais;Pas de Calais;;
32;fr;pas-de-calais;Pas de Calais;;
32;nl;pas-de-calais;Pas de Calais;;
33;de;ile-de-france;Ile de France;;
33;en;ile-de-france;Ile de France;;
33;fr;ile-de-france;Ile de France;;
33;nl;ile-de-france;Ile de France;;
34;de;pyrenees-orientales;Pyrénées Orientales;;
34;en;pyrenees-orientales;Pyrénées Orientales;;
34;fr;pyrenees-orientales;Pyrénées Orientales;;
34;nl;pyrenees-orientales;Pyrénées Orientales;;
35;de;aquitaine;Aquitaine;;
35;en;aquitaine;Aquitaine;;
35;fr;aquitaine;Aquitaine;;
35;nl;aquitaine;Aquitaine;;
36;de;limousin;Limousin;;
36;en;limousin;Limousin;;
36;fr;limousin;Limousin;;
36;nl;limousin;Limousin;;
37;de;tarn;Tarn;;
37;en;tarn;Tarn;;
37;fr;tarn;Tarn;;
37;nl;tarn;Tarn;;
38;de;costa-blanca;Costa Blanca;;
38;en;costa-blanca;Costa Blanca;;
38;fr;costa-blanca;Costa Blanca;;
38;nl;costa-blanca;Costa Blanca;;
39;de;gard;Gard;;
39;en;gard;Gard;;
39;fr;gard;Gard;;
39;nl;gard;Gard;;
