10;fr;France;8h-11h/15h-20h;01/06/2013-15/09/2013;Du 01/06/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Entre verdure et Océan, le camping Azu'Rivage vous attend pour des vacances placées sous le signe de la détente à Azur. Vous séjournerez près de l'étang et de la forêt de Soustons et à moins de 10 km de la plage. La piscine du camping et les activités sportives à proximité vous offriront des vacances extra !
10;nl;France;;;;
12;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 29.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der in der Bucht von Cannes eingebettete Campingplatz „Saint Louis“ befindet sich nur 800 m von Pégomas, dem charaktervollen provenzalischen Dorf, entfernt. Der gesamte Campingplatz ist darauf ausgerichtet, Ihren Urlaub so komfortabel und erholsam wie möglich zu gestalten: durch Hecken getrennte und terrassenförmige, auf den Hügeln angeordnete Stellplätze.
12;en;France;;;;
12;fr;France;8h-11h/15h-20h;12/04/2013-29/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Niché dans la baie de Cannes, le Saint Louis est à 800 m de Pégomas, village provençal de caractère. Tout le camping est équipé de manière à rendre votre séjour confortable et reposant : emplacements séparés par des haies et disposés en terrasses sur la colline.
12;nl;France;;;;
13;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 29.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;"Wasser, Blumen und Wohlgeruch; ein paradiesischer Garten zwischen La Sainte Baume und La Sainte Victoire: der Campingplatz „Domaine de la Sainte Baume“. Nutzen Sie die Animationen für Groß und Klein sowie die weitläufige Badelandschaft. Entspannung und Dolcefarniente heißen Sie in Nans-les-Pins willkommen."
13;en;France;;;;
13;fr;France;8h-11h/15h-20h;12/04/2013-29/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Paradis d'eau, de fleurs, de senteurs, abrité entre la Sainte Baume et la Sainte Victoire, ce camping Domaine de la sainte Baume est un grand jardin. Profitez des animations pour petits et grands, ainsi que de son vaste espace aquatique. Détente et farniente sont au rendez-vous à Nans-les-Pins.
13;nl;France;;;;
14;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;26.04.2013 - 08.09.2013;Vom 26.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 08.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Erleben Sie Ihren Urlaub in einem natürlichen und familienfreundlichen Rahmen. Genießen Sie Animationen am Tag wie am Abend, und lassen Sie sich am Nachmittag auf der Großen Liegefläche am Schwimmbecken des Campingplatzes „Le Sainte Marie“ bräunen.
14;en;France;;;;
14;fr;France;8h-11h/15h-20h;26/04/2013-08/09/2013;Du 26/04/2013 au 06/07/2013 et du 31/08/2013 au 08/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;"""Venez vivre vos vacances dans un cadre naturel et familial. Animations en journée et en soirée, et l'après-midi laissez vous """"hâler"""" sur la vaste plage de l'espace piscine du camping Le Sainte Marie."""
14;nl;France;;;;
15;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;01.06.2013 - 08.09.2013;Vom 01.06.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 08.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Im Herzen des Waldes von Mézos, im Departement Landes, offenbart sich der Campingplatz „Le Sen Yan“ als ein tropisches Dorf mit anspruchsvoller Campingwirtschaft. Lassen Sie sich durch die üppige Vegetation mit Palmen und Bananenbäumen einfach ins Paradis versetzen, und Genießen Sie Ihren Urlaub zwischen Schwimmbecken im Freien und einem ganz neuen Naturbad ... ohne dabei auf Tennis, Minigolf und animierte Abende zu verzichten.
15;en;France;;;;
15;fr;France;8h-11h/15h-20h;01/06/2013-08/09/2013;Du 01/06/2013 au 06/07/2013 et du 31/08/2013 au 08/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Au coeur de la forêt landaise à Mézos, le camping Le Sen Yan est un village tropical abritant une hôtellerie de plein air de grande qualité. Au sein d'une végétation luxuriante (palmiers, bananiers...) vous passerez un séjour paradisiaque entre ses superbes piscines découvertes et sa toute nouvelle piscine naturelle, sans oublier ses tennis, son mini-golf, et ses soirées animées.
15;nl;France;;;;
16;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;04.05.2013 - 14.09.2013;Vom 04.05.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 14.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Kosten Sie den außergewöhnlichen Rahmen des Campingplatzes „La Ferme de la Serraz“, gelegen zwischen dem Alpenmassiv und dem Lac d'Annecy, aus. Entdecken Sie zahlreiche Sportaktivitäten, oder genießen Sie einfach die Schönheit der Landschaft, um sich zu entspannen und auszuruhen.
16;en;France;;;;
16;fr;France;8h-11h/15h-20h;04/05/2013-14/09/2013;Du 04/05/2013 au 06/07/2013 et du 31/08/2013 au 14/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Jouissez du cadre exceptionnel du camping La Ferme de la Serraz, situé entre le massif alpin et le lac d'Annecy. Découvrez les nombreuses activités sportives ou profitez tout simplement de la beauté du paysage pour vous détendre et vous reposer.
16;nl;France;;;;
17;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;13.04.2013 - 22.09.2013;Vom 13.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 22.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der Campingplatz liegt nur 800 m von dem Großen, schönen, feinen Sandstrand von Boyardville entfernt. „Le Signol“ bietet einen sehr natürlichen Rahmen in 150 m Entfernung zu Markt, Einkaufsmöglichkeiten sowie Fischer- und Jachthafen des wunderschönen Dorfes Boyardville.
17;en;France;;;;
17;fr;France;8h-11h/15h-20h;13/04/2013-22/09/2013;Du 13/04/2013 au 06/07/2013 et du 31/08/2013 au 22/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Le camping se situe à 800 m seulement de la grande et belle plage de sable fin de Boyardville. Le camping Signol c'est également un cadre très nature à 150 m du marché, des commerces et des ports de pêche et de plaisance du joli village de Boyardville.
17;nl;France;;;;
20;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;01.06.2013 - 13.09.2013;Vom 01.06.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 13.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Zwischen Lac Marin und Mittelmeer bietet der „Bahia Club“ Dolcefarniente, Entspannung, aber auch Animationen, Sportaktivitäten und Abendveranstaltungen an. Ein idealer Campingplatz für die ganze Familie in Le Barcarès mit Traumurlaub-Garantie!
20;en;France;;;;
20;fr;France;8h-11h/15h-20h;01/06/2013-13/09/2013;Du 01/06/2013 au 06/07/2013 et du 31/08/2013 au 13/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Situé entre lac marin et mer méditerranée, le Bahia club propose farniente, détente et aussi animations, activités sportives, soirées... Chacun pourra passer les vacances de ses rêves. Un camping idéal pour toute la famille Au Barcarès !
20;nl;France;;;;
21;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;13.04.2013 - 15.09.2013;Vom 13.06.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der Campingplatz „Les Sources“ liegt mitten im Wald von Wattwiller und lässt Sie in Symbiose mit der Natur zahlreiche Animationen genießen. Ein Schwimmbecken im Freien und ein überdachtes Becken, eine Reitanlage und ein Restaurant mit besten lokalen Spezialitäten stehen zu Ihrer Verfügung.
21;en;France;;;;
21;fr;France;8h-11h/15h-20h;13/04/2013-15/09/2013;Du 13/06/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Installé en pleine forêt, à Wattwiller, le camping Les Sources vous fera découvrir les joies d'un séjour en symbiose avec la nature, agrémenté d'animations. Vous y trouverez deux piscines, dont une couverte, un centre équestre et un restaurant pour goûter les meilleures spécialités locales.
21;nl;France;;;;
22;de;Frankreich;;;;
22;en;France;;;;
22;fr;France;;;;
22;nl;France;;;;
25;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;27.04.2013 - 15.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der im Süden von Bidart gelegene Campingplatz „Ur Onea“ erstreckt sich terrassenfürmig über ein 5 ha Großes Gelände. Sie finden dort ein Schwimmbecken und einen Kinderspielplatz und können sich auf dem nur 600 m entfernten feinen Sandstrand entspannen.
25;en;France;;;;
25;fr;France;8h-11h/15h-20h;27/04/2013-15/09/2013;Du 27/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Au sud de Bidart, Ur Onea est un camping de 5 ha aménagé en terrasses. Vous y trouverez piscine, aires de jeux pour les enfants et ne serez qu'à 600 m d'une plage de sable fin où il fera bon vous détendre.
25;nl;France;;;;
26;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;01.06.2013 - 15.09.2013;Vom 01.06.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der Campingplatz „Via Romana“ mit idealer Lage auf Korsika ist sowohl für die Kleinen als auch für die Großen ein wunderschönes Urlaubsziel. Genießen Sie die Schönheit dieser Insel, die ihrem Namen alle Ehre macht und verweilen Sie einige Zeit in Ghisonaccia. Schwimmbecken, ruhige Atmosphäre und Spaziergänge werden gemeinsam für unvergessliche Ferien sorgen. Und um es Ihnen ganz bequem zu machen, liegt Ihr Parkplatz nicht unweit von Ihrem Stellplatz entfernt.
26;en;France;;;;
26;fr;France;8h-11h/15h-20h;01/06/2013-15/09/2013;Du 01/06/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Le camping Via Romana, idéalement situé en Corse, pour les petits comme pour les grands. Profitez du charme de l'île de Beauté en séjournant à Ghisonaccia. La piscine, le calme et les balades seront réunis pour des vacances inoubliables. Pour votre confort, le parking est situé à quelques mètres de votre emplacement.
26;nl;France;;;;
28;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 15.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Idealer geht es nicht, wenn Sie sich entspannen möchten ... Der Camping-Club „Les Vignes“ erstreckt sich in der Nähe des Dorfes Lit-et-Mixe über ein Gelände von 15 ha. Schon bei Ihrer Ankunft werden Sie von dem erstaunlichen Aquapark mit Lagune, Planschbecken, Kaskaden, exotischem Garten und Sportschwimmbecken in den Bann gezogen.
28;en;France;;;;
28;fr;France;8h-11h/15h-20h;12/04/2013-15/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Idéal pour un séjour de détente, le camping club Les Vignes s'étend sur 15 ha, à proximité du village de Lit-et-Mixe. Dès votre arrivée vous tomberez en admiration devant son étonnant parc aquatique comportant lagon, pataugeoires, cascades, jardin exotique et piscine de nage pour les sportifs.
28;nl;France;;;;
29;de;Spanien;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der Campingplatz „Vilanova Park“ liegt an der Costa Dorada, 45 km südlich von Barcelona, und hält zwei Große Außenschwimmbäder, ein überdachtes Schwimmbecken und einen Whirlpool für Sie bereit. Auch die zahlreichen Sportaktivitäten, die geboten werden, und den in weniger als 3 km Entfernung liegenden Strand sollten Sie auf keinen Fall verpassen!
29;en;Espagne;;;;
29;fr;Espagne;8h-11h/15h-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Le Camping Vilanova Park est situé sur la Costa Dorada, à 45 km au sud de Barcelone. Deux grandes piscines extérieures, une piscine couverte et un jacuzzi vous attendent. Ne manquez pas les nombreuses activités sportives proposées et la plage à moins de 3 km !
29;nl;Espagne;;;;
30;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 14.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 14.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Verbringen Sie auf dem Campingplatz „Zagarella“ in Saint Jean de Monts einen animierten Urlaub in angenehmem Ambiente und inmitten eines Pinienhains zwischen Meer und Moor und nur ca. 3 km von den Stränden und vom Stadtzentrum entfernt.
30;en;France;;;;
30;fr;France;8h-11h/15h-20h;12/04/2013-14/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 14/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Situé dans une pinède, entre mer et marais à 3 km environ des plages et du centre ville, le camping Zagarella  de saint Jean de Monts, vous propose des vacances animées dans un cadre agréable.
30;nl;France;;;;
31;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;27.04.2013 - 22.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 22.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Im Herzen des Baskenlandes und am Ortseingang von Biarritz gelegen, lädt Sie der Campingplatz „Le Ruisseau des Pyrénées“ nur 2,5 km von den Stränden von Bidart und unweit von der spanischen Grenze entfernt, ein. Diese wunderschöne, von einer Straße zweigeteilte Campinganlage bietet Ihnen eine komplexe Badelandschaft von 1.100 m² mit Rutsche, Whirlpool, Balneobereich (kostenpflichtig) und zahlreichen Sportaktivitäten: Es erwarten Sie unvergessliche Urlaubstage!
31;en;France;;;;
31;fr;France;8h-11h/15h-20h;27/04/2013-22/09/2013;Du 27/04/2013 au 06/07/2013 et du 31/08/2013 au 22/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Le camping Le Ruisseau des Pyrénées se trouve au coeur du Pays Basque, aux portes de Biarritz, à 2,5 km des plages de Bidart et tout proche de l'Espagne. Ce beau camping est composé de deux parties, séparées par une route. Retrouvez un immense complexe aquatique de 1100 m² avec toboggan, jacuzzi, espace balnéo (payant) et de nombreuses activités sportives : des vacances inoubliables en perspective !
31;nl;France;;;;
34;de;Spanien;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;19.04.2013 - 15.09.2013;Vom 19.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Du 06.07.2013 au 31.08.2013 mittwochs und samstags.;Sie wünschen einen direkten Zugang zum Meer, einen Tierpark, eine schöne Badelandschaft, mit allem Komfort ausgestattete Mobilhomes und zahlreiche Serviceleistungen und Aktivitäten? Der Campingplatz „Playa Joyel“ lässt nichts davon aus, um Ihnen einen unvergesslichen Aufenthalt in La Noja zu verschaffen!
34;en;Espagne;;;;
34;fr;Espagne;8h-11h/15h-20h;19/04/2013-15/09/2013;Du 19/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Un accès direct à l'océan, un parc animalier, un bel espace aquatique, des mobil-homes tout confort, de nombreux services et activités ? Retrouvez tout cela au camping Playa Joyel et faites de vos vacances un moment inoubliable à La Noja !
34;nl;Espagne;;;;
36;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 22.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 22.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der im Schatten von Oleanderbäumen und Palmen gelegene familienfreundliche Campingplatz „Pearl Village Club“ verfügt über zahlreiche Trümpfe für einen entspannten Urlaub mit der Familie in Argelès-sur-Mer. An der schönen Badelandschaft können sich nicht nur die Kleinen, sondern auch die kleingebliebenen großen Leute erfreuen!
36;en;France;;;;
36;fr;France;8h-11h/15h-20h;12/04/2013-22/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 22/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;A l'ombre des lauriers et des palmiers, le camping familial du Pearl Village Club possède de nombreux atouts pour des vacances familiales et détente, dans la station d'Argelès/Mer. Son bel espace aquatique conviendra aux petits et aux plus grands, restés enfants !
36;nl;France;;;;
37;de;Frankreich;;;;Auf dem nur 200 m vom Strand entfernt gelegenen Campingplatz „Les Pins Maritimes“ mit zahlreichen Services und Animationen kann man leicht auf einen Swimmingpool verzichten. Die ideale Lage gegenüber den Inseln von Hyères - Porquerolles, Port-Cros und Ile du Levant - sorgt zudem für Abwechslung und lässt Sie den Alltag vergessen.
37;en;France;;;;
37;fr;France;;;;"""A 200 m de la plage, avec de nombreux services et animations, la situation idéale de ce camping Les Pins Maritimes, fait aisément oublier l'absence de piscine. Face aux Îles de Hyères : Porquerolles, Port-Cros, Île du Levant, ce camping vous apportera évasion et dépaysement."""
37;nl;France;;;;
38;de;;;;;
38;en;;;;;
38;fr;;;;;
38;nl;;;;;
39;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;13.04.2013 - 15.09.2013;Vom 13.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Die kleine Ortschaft Mèze erstreckt sich im Bassin de Thau um den stets belebten Hafen. Der Campingplatz „Beau Rivage“ sorgt für Unterhaltung und Entspannung. Nutzen Sie bei der Gelegenheit auch unseren Wasserpark und erholen Sie sich im Schatten Energie spendender Palmen.
39;en;France;;;;
39;fr;France;8h-11h/15h-20h;13/04/2013-15/09/2013;Du 13/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Mèze, jolie bourgade du bassin de Thau, s'est édifiée autour du port, toujours très animé. Le camping Beau Rivage vous propose activités et détente. Profitez également du parc aquatique, et reposez vous à l'ombre de ses palmiers.
39;nl;France;;;;
40;de;;;;;
40;en;;;;;
40;fr;;;;;
40;nl;;;;;
41;de;;;;;
41;en;;;;;
41;fr;;;;;
41;nl;;;;;
42;de;;;;;
42;en;;;;;
42;fr;;;;;
42;nl;;;;;
43;de;;;;;
43;en;;;;;
43;fr;;;;;
43;nl;;;;;
44;de;;;;;
44;en;;;;;
44;fr;;;;;
44;nl;;;;;
45;de;;;;;
45;en;;;;;
45;fr;;;;;
45;nl;;;;;
46;de;;;;;
46;en;;;;;
46;fr;;;;;
46;nl;;;;;
47;de;;;;;
47;en;;;;;
47;fr;;;;;
47;nl;;;;;
48;de;;;;;
48;en;;;;;
48;fr;;;;;
48;nl;;;;;
49;de;;;;;
49;en;;;;;
49;fr;;;;;
49;nl;;;;;
50;de;Frankreich;;;;
50;en;France;;;;
50;fr;France;;;;
50;nl;France;;;;
51;de;;;;;
51;en;;;;;
51;fr;;;;;
51;nl;;;;;
52;de;;;;;
52;en;;;;;
52;fr;;;;;
52;nl;;;;;
53;de;;;;;
53;en;;;;;
53;fr;;;;;
53;nl;;;;;
54;de;;;;;
54;en;;;;;
54;fr;;;;;
54;nl;;;;;
55;de;;;;;
55;en;;;;;
55;fr;;;;;
55;nl;;;;;
56;de;;;;;
56;en;;;;;
56;fr;;;;;
56;nl;;;;;
57;de;;;;;
57;en;;;;;
57;fr;;;;;
57;nl;;;;;
58;de;;;;;
58;en;;;;;
58;fr;;;;;
58;nl;;;;;
59;de;;;;;
59;en;;;;;
59;fr;;;;;
59;nl;;;;;
60;de;;;;;
